ID,GENDER,AGE,MARITAL_STATUS,PROFESSION
1827,M,40,Married,Other
1828,M,26,Single,Other
1829,M,26,Single,Other
1830,F,31,Married,Other
1831,F,31,Married,Other
1832,F,31,Married,Other
1833,M,40,Single,Professional
1834,F,44,Married,Other
1835,M,22,Single,Student
1836,M,27,Single,Other
1837,M,27,Single,Other
1838,M,27,Single,Other
1839,M,27,Single,Other
1840,F,30,Single,Other
1841,F,37,Unspecified,Hospitality
1842,F,37,Unspecified,Hospitality
1843,M,19,Single,Student
1844,F,26,Single,Other
1845,F,37,Married,Other
1846,F,31,Single,Professional
1847,F,25,Single,Professional
1848,F,27,Married,Other
1849,F,47,Married,Sales
1850,M,42,Single,Professional
1851,M,22,Single,Student
1852,M,22,Single,Student
1853,F,46,Unspecified,Hospitality
1854,F,46,Unspecified,Hospitality
1855,F,46,Unspecified,Hospitality
1856,M,31,Single,Other
1857,M,31,Single,Other
1858,M,42,Married,Other
1859,F,40,Married,Other
1860,F,26,Single,Sales
1861,F,52,Unspecified,Hospitality
1862,M,44,Married,Other
1863,M,21,Single,Executive
1864,M,21,Single,Executive
1865,M,20,Single,Other
1866,M,20,Single,Other
1867,F,20,Single,Professional
1868,F,23,Single,Professional
1869,M,44,Single,Other
1870,F,47,Married,Executive
1871,F,47,Married,Executive
1872,F,25,Single,Other
1873,M,32,Married,Sales
1874,F,45,Married,Executive
1875,F,45,Married,Executive
1876,F,33,Married,Other
1877,F,33,Married,Other
1878,F,33,Married,Other
1879,F,33,Married,Other
1880,M,21,Single,Executive
1881,M,22,Single,Student
1882,M,22,Single,Student
1883,F,34,Married,Other
1884,F,34,Married,Other
1885,F,35,Married,Other
1886,F,35,Married,Other
1887,F,35,Married,Other
1888,F,29,Married,Other
1889,F,32,Single,Professional
1890,F,22,Single,Sales
1891,F,26,Married,Retail
1892,F,26,Married,Retail
1893,F,54,Married,Other
1894,F,54,Married,Other
1895,F,38,Married,Other
1896,F,36,Married,Other
1897,F,36,Married,Other
1898,F,32,Single,Professional
1899,M,43,Married,Sales
1900,M,28,Single,Trades
1901,M,28,Single,Trades
1902,F,52,Married,Other
1903,M,37,Married,Other
1904,F,24,Single,Professional
1905,F,40,Married,Other
1906,F,40,Married,Other
1907,F,40,Married,Other
1908,F,40,Married,Other
1909,M,28,Single,Trades
1910,M,28,Single,Trades
1911,M,29,Single,Professional
1912,M,29,Single,Professional
1913,F,35,Married,Professional
1914,M,27,Single,Executive
1915,M,27,Single,Executive
1916,F,30,Married,Hospitality
1917,F,39,Married,Other
1918,F,39,Married,Other
1919,F,36,Single,Professional
1920,F,39,Single,Professional
1921,F,49,Married,Other
1922,M,29,Single,Other
1923,F,29,Single,Professional
1924,M,24,Single,Professional
1925,M,24,Single,Professional
1926,M,32,Married,Professional
1927,M,32,Married,Professional
1928,F,28,Single,Hospitality
1929,F,28,Single,Hospitality
1930,F,28,Single,Hospitality
1931,F,69,Married,Retired
1932,M,22,Single,Sales
1933,M,21,Single,Student
1934,M,19,Single,Student
1935,F,64,Unspecified,Hospitality
1936,F,34,Single,Other
1937,M,43,Married,Trades
1938,M,41,Married,Professional
1939,M,41,Married,Professional
1940,M,41,Married,Retired
1941,M,41,Married,Retired
1942,M,41,Married,Retired
1943,M,43,Married,Executive
1944,F,25,Single,Sales
1945,F,20,Single,Professional
1946,F,51,Unspecified,Hospitality
1947,M,29,Single,Trades
1948,M,42,Single,Other
1949,M,38,Married,Sales
1950,F,45,Married,Executive
1951,F,21,Single,Sales
1952,M,26,Single,Professional
1953,M,26,Single,Professional
1954,M,31,Married,Trades
1955,M,26,Single,Student
1956,F,25,Single,Other
1957,M,23,Single,Professional
1958,M,23,Single,Professional
1959,F,26,Single,Other
1960,F,26,Single,Other
1961,F,26,Single,Other
1962,F,26,Single,Other
1963,F,49,Married,Executive
1964,F,49,Married,Executive
1965,M,27,Married,Professional
1966,F,38,Married,Other
1967,M,27,Single,Trades
1968,M,27,Single,Trades
1969,M,27,Married,Sales
1970,M,32,Married,Sales
1971,M,32,Married,Sales
1972,M,30,Married,Sales
1973,F,24,Single,Professional
1974,F,40,Married,Other
1975,F,40,Married,Other
1976,M,34,Married,Other
1977,M,34,Married,Other
1978,F,31,Married,Other
1979,F,31,Married,Other
1980,M,19,Single,Other
1981,F,44,Married,Other
1982,F,44,Married,Other
1983,M,41,Single,Professional
1984,M,31,Married,Trades
1985,M,42,Married,Trades
1986,M,42,Married,Trades
1987,M,26,Married,Professional
1988,M,39,Married,Other
1989,M,39,Married,Other
1990,M,39,Married,Other
1991,F,62,Married,Other
1992,M,20,Single,Student
1993,M,30,Married,Sales
1994,F,33,Married,Other
1995,F,33,Married,Other
1996,F,33,Married,Other
1997,F,33,Married,Other
1998,F,41,Married,Other
1999,F,37,Married,Professional
2000,M,20,Single,Sales
2001,M,20,Single,Sales
2002,F,39,Married,Executive
2003,F,25,Single,Other
2004,F,25,Single,Other
2005,F,37,Married,Other
2006,M,30,Married,Trades
2007,M,21,Single,Sales
2008,M,21,Single,Sales
2009,F,51,Married,Retired
2010,F,51,Married,Retired
2011,M,28,Single,Professional
2012,F,22,Single,Other
2013,M,33,Married,Other
2014,M,33,Married,Sales
2015,M,43,Married,Executive
2016,M,43,Married,Executive
2017,F,21,Single,Other
2018,F,50,Married,Other
2019,F,50,Married,Other
2020,F,61,Unspecified,Hospitality
2021,F,31,Married,Hospitality
2022,F,31,Married,Hospitality
2023,F,31,Married,Hospitality
2024,F,31,Married,Hospitality
2025,F,31,Married,Hospitality
2026,F,37,Married,Other
2027,F,37,Married,Other
2028,F,36,Married,Other
2029,F,36,Married,Other
2030,F,36,Married,Other
2031,F,36,Married,Other
2032,F,45,Married,Executive
2033,F,38,Married,Executive
2034,M,32,Single,Professional
2035,F,30,Married,Professional
2036,M,53,Married,Other
2037,M,53,Married,Other
2038,F,32,Married,Hospitality
2039,F,32,Married,Hospitality
2040,F,39,Married,Other
2041,F,34,Single,Retail
2042,M,33,Single,Trades
2043,M,33,Single,Trades
2044,M,33,Single,Trades
2045,F,29,Married,Other
2046,F,29,Married,Other
2047,F,29,Married,Other
2048,F,29,Married,Other
2049,F,27,Single,Other
2050,M,37,Married,Other
2051,M,37,Married,Other
2052,F,19,Single,Professional
2053,F,28,Married,Retail
2054,F,28,Married,Retail
2055,F,28,Married,Retail
2056,M,39,Single,Executive
2057,F,39,Married,Other
2058,F,39,Married,Other
2059,F,23,Single,Other
2060,M,37,Single,Sales
2061,M,37,Single,Sales
2062,M,34,Married,Other
2063,M,34,Married,Other
2064,F,49,Married,Executive
2065,M,37,Married,Other
2066,M,37,Married,Other
2067,M,27,Single,Professional
2068,M,29,Married,Professional
2069,F,41,Married,Other
2070,M,26,Single,Trades
2071,M,26,Single,Other
2072,M,41,Married,Sales
2073,M,41,Married,Sales
2074,M,36,Single,Other
2075,M,36,Single,Other
2076,M,36,Single,Other
2077,M,36,Single,Other
2078,F,38,Married,Retail
2079,M,28,Single,Trades
2080,M,28,Single,Trades
2081,M,27,Single,Sales
2082,F,35,Single,Other
2083,M,30,Single,Trades
2084,M,40,Married,Other
2085,F,66,Married,Retired
2086,F,21,Single,Other
2087,M,35,Married,Other
2088,F,28,Single,Professional
2089,M,30,Single,Professional
2090,M,30,Single,Professional
2091,M,33,Married,Executive
2092,M,33,Married,Executive
2093,M,29,Single,Sales
2094,M,30,Single,Trades
2095,M,30,Single,Trades
2096,M,30,Single,Trades
2097,M,30,Single,Trades
2098,F,36,Married,Other
2099,F,36,Married,Other
2100,F,36,Married,Other
2101,F,34,Married,Hospitality
2102,F,34,Married,Hospitality
2103,F,63,Married,Other
2104,M,41,Married,Sales
2105,F,45,Married,Hospitality
2106,F,45,Married,Hospitality
2107,F,45,Married,Hospitality
2108,F,45,Married,Hospitality
2109,M,27,Married,Other
2110,M,26,Single,Professional
2111,M,28,Married,Other
2112,F,21,Single,Other
2113,F,35,Married,Other
2114,F,27,Married,Executive
2115,M,45,Married,Other
2116,M,45,Married,Other
2117,M,45,Married,Other
2118,M,45,Married,Other
2119,M,33,Married,Sales
2120,F,48,Married,Other
2121,M,41,Married,Other
2122,M,41,Married,Other
2123,M,34,Single,Professional
2124,M,34,Single,Professional
2125,M,22,Single,Retail
2126,M,29,Single,Other
2127,M,29,Single,Other
2128,F,26,Married,Other
2129,F,25,Single,Sales
2130,M,37,Married,Other
2131,M,33,Married,Professional
2132,M,56,Married,Other
2133,M,56,Married,Other
2134,M,56,Married,Other
2135,M,42,Married,Trades
2136,M,42,Married,Trades
2137,M,25,Married,Sales
2138,F,48,Married,Executive
2139,F,48,Married,Executive
2140,M,34,Single,Other
2141,M,26,Single,Other
2142,M,26,Single,Other
2143,F,39,Married,Other
2144,F,39,Married,Other
2145,M,35,Married,Executive
2146,M,35,Married,Executive
2147,M,35,Married,Executive
2148,M,35,Married,Executive
2149,M,35,Married,Executive
2150,M,28,Single,Professional
2151,M,28,Single,Professional
2152,F,33,Married,Executive
2153,F,33,Married,Executive
2154,M,38,Single,Other
2155,F,25,Single,Other
2156,F,25,Single,Other
2157,F,24,Single,Retail
2158,M,46,Married,Professional
2159,F,40,Unspecified,Hospitality
2160,F,30,Married,Retail
2161,M,31,Married,Other
2162,M,31,Married,Other
2163,F,26,Married,Other
2164,F,26,Married,Other
2165,F,26,Married,Other
2166,F,20,Single,Professional
2167,M,37,Married,Sales
2168,M,37,Married,Sales
2169,F,27,Single,Hospitality
2170,F,27,Single,Hospitality
2171,M,43,Married,Other
2172,M,43,Married,Other
2173,F,34,Married,Executive
2174,F,47,Married,Professional
2175,M,28,Married,Professional
2176,M,38,Single,Professional
2177,M,38,Single,Professional
2178,M,38,Single,Professional
2179,M,38,Single,Professional
2180,M,35,Married,Other
2181,M,35,Married,Other
2182,F,39,Married,Other
2183,F,39,Married,Other
2184,F,39,Married,Other
2185,F,39,Married,Other
2186,F,39,Married,Other
2187,M,21,Single,Professional
2188,M,38,Married,Sales
2189,M,32,Married,Sales
2190,F,29,Single,Other
2191,F,26,Single,Other
2192,F,60,Married,Other
2193,F,60,Married,Other
2194,F,35,Married,Professional
2195,F,35,Married,Professional
2196,F,35,Married,Professional
2197,F,34,Married,Executive
2198,F,34,Married,Executive
2199,F,34,Married,Executive
2200,F,22,Single,Other
2201,F,22,Single,Other
2202,F,22,Single,Other
2203,F,38,Married,Other
2204,F,38,Married,Other
2205,F,38,Married,Other
2206,M,31,Unspecified,Sales
2207,M,31,Unspecified,Sales
2208,F,19,Single,Retail
2209,M,38,Married,Sales
2210,M,19,Single,Sales
2211,F,28,Single,Professional
2212,F,44,Married,Other
2213,M,37,Married,Other
2214,F,31,Married,Other
2215,F,21,Single,Professional
2216,M,23,Single,Sales
2217,M,23,Single,Sales
2218,M,33,Married,Student
2219,M,36,Single,Professional
2220,M,36,Single,Professional
2221,F,25,Single,Professional
2222,M,19,Single,Trades
2223,M,19,Single,Trades
2224,F,43,Married,Other
2225,F,24,Married,Retail
2226,F,24,Married,Retail
2227,M,54,Married,Professional
2228,M,54,Married,Professional
2229,M,54,Married,Professional
2230,M,54,Married,Professional
2231,M,39,Married,Sales
2232,M,39,Married,Sales
2233,M,20,Single,Student
2234,M,20,Single,Student
2235,M,20,Single,Student
2236,M,36,Married,Other
2237,F,51,Unspecified,Hospitality
2238,F,37,Married,Sales
2239,F,39,Married,Executive
2240,M,22,Single,Other
2241,F,20,Single,Other
2242,M,39,Married,Other
2243,F,25,Married,Sales
2244,M,23,Single,Other
2245,M,23,Single,Other
2246,M,23,Single,Other
2247,M,46,Married,Professional
2248,M,27,Single,Sales
2249,M,27,Single,Sales
2250,M,27,Single,Sales
2251,M,27,Single,Sales
2252,F,51,Unspecified,Hospitality
2253,F,40,Married,Other
2254,F,20,Single,Professional
2255,M,21,Single,Student
2256,M,21,Single,Student
2257,F,25,Single,Student
2258,M,34,Married,Other
2259,M,33,Single,Trades
2260,M,33,Single,Trades
2261,M,19,Single,Sales
2262,M,19,Single,Sales
2263,M,29,Single,Trades
2264,M,29,Single,Trades
2265,F,25,Married,Executive
2266,M,19,Single,Student
2267,M,28,Single,Other
2268,M,40,Single,Other
2269,M,40,Single,Other
2270,M,40,Single,Other
2271,F,34,Married,Retail
2272,F,34,Married,Retail
2273,F,34,Married,Retail
2274,F,34,Married,Retail
2275,F,34,Married,Retail
2276,F,19,Single,Student
2277,F,25,Single,Other
2278,M,31,Single,Other
2279,F,30,Married,Other
2280,F,45,Married,Executive
2281,M,34,Married,Trades
2282,F,28,Single,Other
2283,M,36,Unspecified,Trades
2284,M,36,Unspecified,Trades
2285,F,49,Married,Other
2286,F,49,Married,Other
2287,M,29,Single,Other
2288,F,26,Married,Retail
2289,M,40,Unspecified,Other
2290,M,40,Unspecified,Other
2291,M,40,Unspecified,Other
2292,F,61,Unspecified,Hospitality
2293,M,27,Married,Sales
2294,F,18,Single,Student
2295,F,25,Married,Other
2296,F,25,Married,Other
2297,F,25,Married,Other
2298,F,25,Married,Other
2299,M,48,Married,Professional
2300,M,48,Married,Professional
2301,M,48,Married,Professional
2302,F,28,Single,Sales
2303,M,46,Married,Trades
2304,M,46,Married,Trades
2305,F,40,Married,Other
2306,F,40,Married,Other
2307,F,40,Married,Other
2308,F,40,Married,Other
2309,M,28,Unspecified,Sales
2310,M,23,Single,Student
2311,F,41,Married,Other
2312,F,41,Married,Other
2313,M,30,Unspecified,Professional
2314,M,30,Unspecified,Professional
2315,F,39,Married,Professional
2316,M,39,Married,Professional
2317,M,33,Married,Other
2318,F,29,Married,Other
2319,F,29,Married,Other
2320,F,29,Married,Other
2321,F,65,Married,Other
2322,F,65,Married,Other
2323,F,27,Single,Retail
2324,F,56,Married,Other
2325,M,36,Unspecified,Sales
2326,M,40,Married,Other
2327,M,40,Married,Other
2328,F,23,Single,Sales
2329,M,32,Married,Other
2330,M,32,Married,Other
2331,M,32,Married,Other
2332,M,26,Single,Other
2333,M,58,Married,Other
2334,M,58,Married,Other
2335,M,58,Married,Other
2336,M,19,Single,Other
2337,M,19,Single,Other
2338,M,32,Married,Other
2339,F,32,Single,Other
2340,M,43,Married,Sales
2341,M,43,Married,Sales
2342,F,39,Married,Other
2343,F,39,Married,Other
2344,F,39,Married,Other
2345,F,39,Married,Other
2346,M,29,Single,Sales
2347,F,43,Married,Professional
2348,F,40,Married,Professional
2349,M,25,Single,Sales
2350,F,47,Married,Other
2351,F,47,Married,Other
2352,F,58,Married,Other
2353,F,58,Married,Other
2354,F,58,Married,Other
2355,M,50,Married,Other
2356,M,50,Married,Other
2357,M,32,Single,Professional
2358,M,32,Single,Professional
2359,F,56,Married,Other
2360,F,25,Single,Professional
2361,M,56,Married,Trades
2362,M,56,Married,Trades
2363,M,29,Single,Other
2364,M,38,Married,Executive
2365,M,29,Single,Trades
2366,F,23,Single,Other
2367,M,20,Single,Student
2368,F,23,Single,Other
2369,M,23,Single,Student
2370,M,23,Single,Student
2371,M,23,Single,Student
2372,F,19,Single,Hospitality
2373,F,19,Single,Hospitality
2374,M,23,Single,Student
2375,M,23,Single,Student
2376,M,23,Single,Student
2377,M,36,Single,Professional
2378,M,36,Single,Professional
2379,M,36,Single,Professional
2380,M,36,Single,Professional
2381,F,35,Married,Retail
2382,F,34,Married,Other
2383,F,34,Married,Other
2384,M,31,Single,Professional
2385,M,31,Single,Professional
2386,M,25,Unspecified,Other
2387,F,28,Married,Other
2388,F,28,Married,Other
2389,F,41,Married,Other
2390,M,35,Single,Professional
2391,M,31,Married,Executive
2392,F,41,Married,Other
2393,M,20,Single,Sales
2394,M,20,Single,Sales
2395,M,20,Single,Sales
2396,F,38,Married,Executive
2397,M,21,Single,Retail
2398,M,21,Single,Retail
2399,F,37,Married,Executive
2400,F,37,Married,Executive
2401,F,37,Married,Executive
2402,M,34,Single,Trades
2403,F,26,Single,Student
2404,F,26,Single,Student
2405,M,32,Unspecified,Professional
2406,M,32,Unspecified,Professional
2407,M,29,Single,Trades
2408,M,29,Single,Trades
2409,M,24,Single,Student
2410,M,24,Single,Student
2411,F,35,Single,Professional
2412,F,40,Married,Executive
2413,M,33,Married,Other
2414,F,36,Married,Other
2415,F,36,Married,Other
2416,F,22,Single,Professional
2417,M,26,Single,Trades
2418,M,26,Single,Trades
2419,M,37,Married,Executive
2420,M,37,Married,Executive
2421,M,37,Married,Executive
2422,M,25,Single,Student
2423,F,29,Single,Other
2424,F,31,Married,Other
2425,F,31,Married,Other
2426,F,31,Married,Other
2427,F,26,Single,Other
2428,M,40,Single,Sales
2429,F,36,Married,Sales
2430,F,42,Married,Other
2431,M,32,Married,Other
2432,F,38,Married,Other
2433,F,38,Married,Other
2434,M,39,Unspecified,Trades
2435,M,39,Unspecified,Trades
2436,M,39,Unspecified,Trades
2437,M,39,Unspecified,Trades
2438,M,36,Married,Sales
2439,F,34,Single,Professional
2440,M,25,Single,Sales
2441,M,25,Single,Sales
2442,M,25,Single,Sales
2443,M,25,Single,Sales
2444,M,25,Single,Sales
2445,M,31,Single,Professional
2446,M,20,Single,Sales
2447,F,26,Single,Other
2448,F,26,Single,Other
2449,F,36,Married,Other
2450,F,36,Married,Other
2451,F,36,Married,Other
2452,F,36,Married,Other
2453,F,19,Single,Other
2454,M,21,Single,Professional
2455,M,21,Single,Professional
2456,M,21,Single,Professional
2457,M,25,Single,Other
2458,F,46,Married,Other
2459,F,46,Married,Other
2460,F,46,Married,Other
2461,M,24,Single,Other
2462,M,24,Single,Other
2463,M,24,Single,Other
2464,M,24,Single,Other
2465,M,24,Single,Other
2466,F,32,Married,Executive
2467,M,23,Single,Student
2468,M,23,Single,Student
2469,M,23,Single,Student
2470,M,23,Single,Student
2471,M,23,Single,Student
2472,M,35,Married,Sales
2473,F,33,Married,Other
2474,F,33,Married,Other
2475,F,33,Married,Other
2476,M,21,Single,Trades
2477,M,21,Single,Trades
2478,F,36,Married,Executive
2479,F,36,Married,Executive
2480,F,26,Single,Professional
2481,M,35,Married,Sales
2482,M,23,Single,Professional
2483,M,23,Single,Professional
2484,M,48,Unspecified,Other
2485,M,48,Unspecified,Other
2486,M,48,Unspecified,Other
2487,F,31,Single,Other
2488,F,35,Single,Other
2489,M,27,Single,Sales
2490,M,17,Single,Student
2491,F,46,Married,Other
2492,M,47,Married,Professional
2493,F,29,Single,Student
2494,F,40,Married,Professional
2495,F,50,Unspecified,Hospitality
2496,F,50,Unspecified,Hospitality
2497,M,44,Married,Other
2498,M,44,Married,Other
2499,M,44,Married,Other
2500,M,33,Unspecified,Professional
2501,M,37,Married,Other
2502,M,37,Married,Other
2503,M,42,Married,Executive
2504,M,42,Married,Executive
2505,F,39,Married,Other
2506,F,39,Married,Other
2507,M,45,Married,Other
2508,M,29,Single,Trades
2509,M,29,Single,Trades
2510,M,24,Single,Other
2511,M,24,Single,Other
2512,F,22,Married,Retail
2513,F,22,Married,Retail
2514,F,27,Married,Executive
2515,F,27,Married,Executive
2516,F,28,Single,Student
2517,M,30,Single,Professional
2518,M,37,Married,Trades
2519,M,29,Single,Professional
2520,M,29,Single,Professional
2521,F,21,Single,Student
2522,F,35,Married,Other
2523,F,35,Married,Other
2524,F,35,Married,Other
2525,F,35,Married,Other
2526,F,35,Married,Other
2527,F,26,Married,Other
2528,F,26,Married,Other
2529,F,26,Married,Other
2530,F,26,Married,Other
2531,F,30,Married,Hospitality
2532,M,22,Single,Student
2533,M,40,Married,Sales
2534,F,32,Married,Hospitality
2535,F,32,Married,Hospitality
2536,M,25,Single,Sales
2537,M,25,Single,Sales
2538,M,20,Single,Student
2539,M,35,Married,Sales
2540,M,21,Single,Other
2541,F,48,Married,Hospitality
2542,F,48,Married,Hospitality
2543,F,48,Married,Hospitality
2544,M,32,Married,Sales
2545,M,32,Married,Sales
2546,M,32,Married,Sales
2547,M,32,Married,Sales
2548,M,32,Married,Sales
2549,F,19,Single,Other
2550,F,36,Unspecified,Sales
2551,M,33,Married,Trades
2552,M,21,Single,Student
2553,F,31,Single,Retail
2554,F,51,Married,Retired
2555,F,51,Married,Retired
2556,F,55,Married,Other
2557,M,27,Married,Other
2558,F,42,Married,Sales
2559,F,41,Married,Other
2560,F,45,Married,Other
2561,F,45,Married,Other
2562,F,45,Married,Other
2563,F,45,Married,Other
2564,F,36,Married,Other
2565,F,36,Married,Other
2566,F,35,Unspecified,Hospitality
2567,M,26,Single,Professional
2568,M,26,Single,Professional
2569,F,22,Single,Other
2570,F,22,Single,Other
2571,M,21,Single,Student
2572,M,21,Single,Sales
2573,M,21,Single,Sales
2574,F,35,Married,Other
2575,F,35,Married,Other
2576,F,35,Married,Other
2577,M,44,Married,Professional
2578,M,44,Married,Professional
2579,F,40,Married,Other
2580,F,40,Married,Other
2581,M,29,Single,Other
2582,M,29,Single,Other
2583,F,42,Married,Other
2584,M,22,Single,Sales
2585,M,22,Single,Sales
2586,M,22,Single,Sales
2587,M,37,Married,Professional
2588,M,34,Married,Other
2589,M,31,Married,Other
2590,M,23,Single,Other
2591,F,30,Married,Professional
2592,M,22,Single,Trades
2593,M,22,Single,Trades
2594,F,67,Married,Other
2595,M,34,Married,Sales
2596,M,34,Married,Sales
2597,F,29,Single,Other
2598,M,19,Single,Professional
2599,M,19,Single,Executive
2600,F,26,Single,Other
2601,F,30,Married,Hospitality
2602,F,43,Married,Executive
2603,F,43,Married,Executive
2604,F,40,Unspecified,Hospitality
2605,M,34,Married,Sales
2606,F,23,Single,Student
2607,M,19,Single,Trades
2608,F,45,Married,Hospitality
2609,F,45,Married,Hospitality
2610,F,23,Single,Other
2611,M,27,Single,Professional
2612,M,27,Single,Professional
2613,M,42,Married,Sales
2614,M,28,Married,Other
2615,M,25,Married,Other
2616,M,25,Married,Other
2617,F,32,Married,Executive
2618,F,32,Married,Executive
2619,M,20,Single,Other
2620,M,20,Single,Other
2621,F,23,Single,Other
2622,F,24,Single,Professional
2623,F,44,Married,Executive
2624,F,57,Married,Other
2625,M,32,Married,Sales
2626,F,38,Married,Professional
2627,F,38,Married,Professional
2628,F,38,Married,Professional
2629,M,36,Married,Sales
2630,F,25,Married,Retail
2631,F,25,Married,Retail
2632,M,36,Single,Professional
2633,M,36,Single,Professional
2634,M,36,Single,Professional
2635,M,36,Single,Professional
2636,F,27,Single,Retail
2637,M,32,Married,Trades
2638,F,28,Single,Other
2639,M,31,Married,Trades
2640,M,39,Single,Professional
2641,M,39,Single,Professional
2642,M,45,Married,Other
2643,M,55,Married,Other
2644,M,27,Single,Other
2645,M,27,Single,Other
2646,F,22,Single,Other
2647,F,22,Single,Other
2648,M,47,Married,Other
2649,F,25,Single,Professional
2650,M,24,Single,Retail
2651,M,24,Single,Retail
2652,M,24,Single,Retail
2653,F,32,Married,Other
2654,F,32,Married,Other
2655,F,32,Married,Other
2656,F,32,Married,Other
2657,F,32,Single,Professional
2658,F,26,Single,Other
2659,F,26,Single,Other
2660,M,23,Single,Trades
2661,M,23,Single,Trades
2662,M,36,Married,Sales
2663,M,44,Married,Other
2664,M,20,Single,Other
2665,M,20,Single,Other
2666,M,20,Single,Other
2667,M,20,Single,Other
2668,M,20,Single,Other
2669,F,28,Single,Other
2670,M,21,Single,Sales
2671,M,28,Single,Sales
2672,M,28,Single,Sales
2673,M,28,Single,Sales
2674,F,37,Single,Professional
2675,F,33,Single,Professional
2676,M,35,Married,Other
2677,M,35,Married,Other
2678,F,37,Married,Retail
2679,F,37,Married,Retail
2680,M,34,Single,Other
2681,M,34,Single,Other
2682,M,46,Married,Professional
2683,F,25,Single,Student
2684,M,39,Married,Executive
2685,M,39,Married,Executive
2686,F,34,Married,Executive
2687,F,48,Married,Executive
2688,F,32,Married,Other
2689,M,19,Single,Professional
2690,F,39,Married,Other
2691,M,24,Single,Sales
2692,M,24,Single,Sales
2693,M,28,Single,Other
2694,M,28,Single,Other
2695,F,33,Married,Other
2696,F,33,Married,Other
2697,F,18,Single,Other
2698,M,28,Married,Other
2699,M,24,Single,Student
2700,M,33,Single,Professional
2701,M,33,Single,Professional
2702,M,43,Married,Other
2703,M,43,Married,Other
2704,M,25,Married,Sales
2705,M,25,Married,Sales
2706,F,20,Single,Student
2707,M,28,Single,Sales
2708,M,28,Single,Sales
2709,M,26,Single,Professional
2710,M,36,Married,Other
2711,M,36,Unspecified,Sales
2712,M,36,Unspecified,Sales
2713,M,36,Unspecified,Sales
2714,F,25,Unspecified,Sales
2715,F,28,Single,Student
2716,M,28,Single,Other
2717,M,21,Single,Sales
2718,M,21,Single,Sales
2719,M,43,Married,Professional
2720,M,24,Single,Student
2721,M,24,Single,Student
2722,F,23,Single,Other
2723,M,25,Married,Professional
2724,F,41,Married,Other
2725,F,19,Single,Sales
2726,M,35,Married,Executive
2727,F,27,Single,Professional
2728,M,20,Single,Professional
2729,F,20,Single,Student
2730,F,47,Married,Other
2731,F,47,Married,Other
2732,F,27,Married,Other
2733,F,27,Married,Other
2734,M,43,Married,Other
2735,F,19,Single,Student
2736,M,23,Single,Other
2737,M,23,Single,Other
2738,F,58,Married,Retired
2739,M,26,Single,Other
2740,M,26,Single,Other
2741,M,26,Single,Other
2742,F,20,Single,Student
2743,F,20,Single,Student
2744,F,20,Single,Student
2745,F,30,Single,Professional
2746,M,44,Married,Trades
2747,M,44,Married,Trades
2748,M,44,Married,Trades
2749,M,44,Married,Trades
2750,M,38,Married,Other
2751,M,56,Married,Professional
2752,M,56,Married,Professional
2753,M,56,Married,Professional
2754,F,21,Single,Student
2755,M,20,Single,Executive
2756,M,25,Single,Student
2757,M,25,Single,Student
2758,F,25,Single,Other
2759,F,25,Single,Professional
2760,F,22,Single,Student
2761,F,22,Single,Student
2762,F,22,Single,Student
2763,F,47,Married,Executive
2764,F,32,Married,Hospitality
2765,F,32,Married,Hospitality
2766,F,32,Married,Hospitality
2767,F,46,Married,Retired
2768,F,34,Single,Professional
2769,M,20,Single,Trades
2770,M,20,Single,Trades
2771,F,22,Single,Hospitality
2772,F,22,Single,Hospitality
2773,F,46,Married,Professional
2774,M,41,Married,Executive
2775,M,31,Married,Other
2776,F,32,Married,Other
2777,F,21,Single,Professional
2778,F,24,Single,Other
2779,F,56,Married,Other
2780,M,19,Single,Retail
2781,M,19,Single,Retail
2782,M,20,Single,Trades
2783,M,20,Single,Trades
2784,F,46,Married,Executive
2785,F,60,Married,Retired
2786,F,21,Single,Sales
2787,F,31,Single,Professional
2788,F,38,Married,Other
2789,F,38,Married,Other
2790,F,38,Married,Other
2791,M,35,Married,Other
2792,F,51,Married,Other
2793,F,51,Married,Other
2794,F,21,Single,Student
2795,F,38,Married,Executive
2796,M,43,Married,Other
2797,F,22,Single,Other
2798,M,44,Married,Trades
2799,M,33,Married,Other
2800,F,25,Single,Professional
2801,M,41,Married,Trades
2802,M,52,Married,Professional
2803,M,52,Married,Professional
2804,M,52,Married,Professional
2805,M,34,Single,Other
2806,M,34,Single,Other
2807,M,29,Single,Professional
2808,M,29,Single,Professional
2809,M,38,Single,Sales
2810,F,20,Single,Other
2811,F,45,Married,Executive
2812,F,45,Married,Executive
2813,F,23,Single,Other
2814,F,51,Married,Retired
2815,F,19,Single,Professional
2816,F,24,Single,Other
2817,F,25,Single,Other
2818,M,18,Single,Student
2819,F,18,Single,Other
2820,M,34,Single,Other
2821,M,34,Single,Other
2822,F,49,Married,Other
2823,M,36,Married,Professional
2824,M,36,Married,Other
2825,M,36,Married,Other
2826,M,36,Married,Other
2827,M,39,Married,Other
2828,F,39,Unspecified,Hospitality
2829,M,25,Single,Sales
2830,M,23,Single,Student
2831,M,23,Single,Student
2832,F,43,Unspecified,Hospitality
2833,F,43,Unspecified,Hospitality
2834,F,28,Single,Other
2835,F,28,Single,Other
2836,F,28,Married,Retail
2837,F,29,Single,Other
2838,F,29,Single,Other
2839,F,49,Married,Other
2840,F,49,Married,Other
2841,M,37,Married,Sales
